STATE,Facility_Count,Total_Resident_Days,Total_HPRD,Median_Total_HPRD,RN_HPRD,Median_RN_HPRD,Nurse_Care_HPRD,Median_Nurse_Care_HPRD,RN_Care_HPRD,Median_RN_Care_HPRD,Nurse_Assistant_HPRD,Median_Nurse_Assistant_HPRD,Contract_Staff_Percentage,Median_Contract_Staff_Percentage,RN_Admin_HPRD,Median_RN_Admin_HPRD,RN_DON_HPRD,Median_RN_DON_HPRD,LPN_HPRD,Median_LPN_HPRD,LPN_Admin_HPRD,Median_LPN_Admin_HPRD,CNA_HPRD,Median_CNA_HPRD,NAtr_HPRD,Median_NAtr_HPRD,MedAide_HPRD,Median_MedAide_HPRD,CY_Qtr
AZ,140,968456.0,3.913,3.799,0.641,0.612,1.724,1.672,0.469,0.422,2.189,2.122,7.571,0.0,0.102,0.059,0.069,0.075,0.989,0.954,0.095,0.015,2.053,2.003,0.13,0.0,0.006,0.0,2021Q4
AZ,138,967135.0,3.863,3.766,0.634,0.611,1.711,1.668,0.466,0.426,2.152,2.111,9.059,1.334,0.101,0.06,0.066,0.073,0.979,0.94,0.098,0.045,2.005,1.993,0.139,0.0,0.008,0.0,2022Q1
AZ,137,953828.0,3.899,3.81,0.624,0.602,1.718,1.665,0.453,0.414,2.181,2.145,8.596,2.658,0.102,0.062,0.069,0.076,0.991,0.952,0.103,0.059,1.997,1.982,0.161,0.0,0.023,0.0,2022Q2
AZ,140,996578.0,3.948,3.857,0.641,0.621,1.717,1.673,0.465,0.43,2.231,2.186,9.303,3.388,0.106,0.075,0.07,0.073,0.98,0.952,0.096,0.049,2.074,2.037,0.13,0.0,0.027,0.0,2022Q3
AZ,139,1007241.0,3.93,3.827,0.638,0.604,1.698,1.652,0.466,0.428,2.232,2.16,8.409,2.991,0.106,0.071,0.066,0.073,0.969,0.947,0.091,0.0,2.108,2.036,0.09,0.0,0.033,0.0,2022Q4
AZ,141,1027931.0,3.843,3.743,0.637,0.605,1.683,1.623,0.46,0.433,2.16,2.081,8.027,1.973,0.109,0.077,0.068,0.074,0.955,0.912,0.091,0.0,2.062,1.98,0.068,0.0,0.03,0.0,2023Q1
AZ,139,1003343.0,3.955,3.811,0.637,0.602,1.709,1.637,0.464,0.429,2.246,2.152,7.037,0.0,0.107,0.068,0.066,0.073,0.978,0.936,0.094,0.012,2.145,2.062,0.071,0.0,0.03,0.0,2023Q2
AZ,140,1012031.0,3.964,3.838,0.623,0.599,1.703,1.642,0.454,0.428,2.261,2.173,4.803,0.0,0.104,0.059,0.065,0.073,0.991,0.958,0.089,0.0,2.159,2.08,0.069,0.0,0.033,0.0,2023Q3
AZ,139,1023750.0,3.99,3.827,0.62,0.585,1.701,1.636,0.447,0.409,2.289,2.165,5.169,0.0,0.108,0.066,0.065,0.075,0.992,0.951,0.089,0.0,2.198,2.082,0.05,0.0,0.041,0.0,2023Q4
AZ,139,1045515.0,3.972,3.832,0.633,0.598,1.709,1.653,0.46,0.416,2.263,2.148,5.935,0.0,0.107,0.073,0.067,0.075,0.988,0.948,0.087,0.0,2.178,2.073,0.04,0.0,0.045,0.0,2024Q1
AZ,139,1035868.0,3.986,3.859,0.633,0.596,1.7,1.646,0.468,0.43,2.286,2.175,4.489,0.0,0.099,0.063,0.066,0.076,0.982,0.937,0.085,0.0,2.203,2.101,0.033,0.0,0.05,0.0,2024Q2
AZ,138,1042982.0,4.037,3.891,0.645,0.61,1.702,1.641,0.481,0.447,2.335,2.224,3.038,0.0,0.099,0.062,0.066,0.075,0.971,0.916,0.085,0.014,2.247,2.138,0.034,0.0,0.054,0.0,2024Q3
CA,1042,8357081.0,3.872,3.757,0.52,0.446,1.55,1.432,0.373,0.302,2.322,2.307,0.835,0.0,0.095,0.029,0.052,0.056,0.946,0.893,0.084,0.0,2.312,2.302,0.007,0.0,0.003,0.0,2017Q1
CA,1018,8166306.0,3.898,3.779,0.526,0.449,1.568,1.453,0.38,0.304,2.33,2.31,1.466,0.0,0.094,0.021,0.052,0.056,0.962,0.905,0.08,0.0,2.319,2.305,0.003,0.0,0.007,0.0,2017Q2
CA,1090,8734301.0,3.897,3.788,0.51,0.447,1.561,1.448,0.369,0.303,2.336,2.322,1.867,0.0,0.09,0.0,0.051,0.05,0.975,0.914,0.076,0.0,2.326,2.318,0.008,0.0,0.002,0.0,2017Q3
CA,1063,8587615.0,3.895,3.788,0.513,0.445,1.561,1.449,0.374,0.305,2.335,2.318,2.09,0.0,0.089,0.0,0.05,0.051,0.971,0.915,0.077,0.0,2.327,2.315,0.006,0.0,0.002,0.0,2017Q4
CA,1104,8705315.0,3.976,3.851,0.529,0.454,1.614,1.496,0.393,0.321,2.362,2.338,2.397,0.0,0.082,0.0,0.053,0.057,1.002,0.943,0.083,0.0,2.355,2.333,0.007,0.0,0.0,0.0,2018Q1
CA,1104,8708902.0,4.055,3.92,0.542,0.464,1.637,1.515,0.405,0.329,2.418,2.389,1.044,0.0,0.082,0.0,0.055,0.062,1.015,0.958,0.079,0.0,2.409,2.38,0.009,0.0,0.001,0.0,2018Q2
CA,1127,9018024.0,4.143,4.03,0.537,0.462,1.634,1.514,0.405,0.328,2.509,2.5,1.207,0.0,0.077,0.0,0.055,0.061,1.018,0.956,0.078,0.0,2.497,2.491,0.012,0.0,0.0,0.0,2018Q3
CA,1138,9127550.0,4.111,4.0,0.54,0.467,1.626,1.514,0.409,0.331,2.486,2.479,1.319,0.0,0.076,0.0,0.055,0.061,1.002,0.94,0.084,0.014,2.469,2.467,0.016,0.0,0.001,0.0,2018Q4
CA,1143,9027646.0,4.117,4.003,0.547,0.471,1.637,1.524,0.413,0.334,2.48,2.478,1.338,0.0,0.078,0.0,0.055,0.062,1.002,0.941,0.088,0.047,2.464,2.465,0.016,0.0,0.001,0.0,2019Q1
CA,1138,9057185.0,4.147,4.039,0.552,0.478,1.654,1.542,0.416,0.341,2.492,2.489,1.424,0.0,0.081,0.0,0.055,0.061,1.006,0.949,0.096,0.061,2.477,2.478,0.014,0.0,0.001,0.0,2019Q2
CA,1139,9150495.0,4.177,4.065,0.559,0.476,1.656,1.545,0.424,0.348,2.521,2.508,1.5,0.0,0.079,0.0,0.055,0.062,1.009,0.952,0.088,0.059,2.506,2.498,0.015,0.0,0.001,0.0,2019Q3
CA,1152,9291815.0,4.176,4.055,0.56,0.481,1.648,1.536,0.426,0.353,2.528,2.51,1.315,0.0,0.078,0.0,0.055,0.061,1.0,0.938,0.089,0.06,2.515,2.5,0.013,0.0,0.001,0.0,2019Q4
CA,962,7534940.0,4.204,4.072,0.568,0.487,1.664,1.545,0.433,0.356,2.541,2.522,1.281,0.0,0.078,0.0,0.056,0.063,1.005,0.948,0.091,0.058,2.528,2.513,0.011,0.0,0.001,0.0,2020Q1
CA,1147,8255801.0,4.299,4.191,0.588,0.513,1.754,1.651,0.443,0.37,2.545,2.52,1.328,0.0,0.083,0.0,0.063,0.071,1.059,0.999,0.107,0.081,2.516,2.499,0.028,0.0,0.001,0.0,2020Q2
CA,1134,7886400.0,4.365,4.27,0.614,0.54,1.818,1.724,0.462,0.385,2.547,2.531,1.417,0.0,0.086,0.0,0.066,0.075,1.092,1.039,0.112,0.082,2.499,2.5,0.047,0.0,0.001,0.0,2020Q3
CA,1129,7884458.0,4.364,4.276,0.61,0.533,1.813,1.726,0.459,0.381,2.551,2.536,1.639,0.0,0.087,0.0,0.064,0.073,1.092,1.038,0.111,0.081,2.497,2.5,0.053,0.0,0.001,0.0,2020Q4
CA,1142,7534138.0,4.44,4.349,0.612,0.534,1.851,1.765,0.457,0.379,2.589,2.562,1.942,0.0,0.088,0.0,0.068,0.076,1.112,1.059,0.126,0.094,2.537,2.527,0.052,0.0,0.001,0.0,2021Q1
CA,1145,8017681.0,4.277,4.193,0.584,0.504,1.756,1.668,0.435,0.355,2.521,2.511,2.482,0.0,0.084,0.0,0.064,0.073,1.045,0.993,0.128,0.095,2.483,2.487,0.037,0.0,0.001,0.0,2021Q2
CA,1137,8320647.0,4.169,4.093,0.556,0.483,1.698,1.617,0.417,0.345,2.471,2.476,2.967,0.0,0.077,0.0,0.061,0.068,1.02,0.97,0.122,0.09,2.437,2.454,0.033,0.0,0.001,0.0,2021Q3
CA,1124,8006939.0,4.1,4.062,0.54,0.464,1.662,1.594,0.405,0.331,2.438,2.464,3.634,0.0,0.075,0.0,0.059,0.065,1.001,0.96,0.122,0.089,2.404,2.44,0.033,0.0,0.001,0.0,2021Q4
CA,1137,8148947.0,4.139,4.103,0.543,0.47,1.692,1.629,0.407,0.335,2.447,2.474,4.285,0.0,0.076,0.0,0.06,0.066,1.022,0.986,0.128,0.093,2.411,2.449,0.035,0.0,0.001,0.0,2022Q1
CA,1141,8447225.0,4.116,4.074,0.519,0.447,1.664,1.595,0.386,0.318,2.452,2.477,4.787,0.0,0.075,0.0,0.058,0.063,1.02,0.98,0.126,0.09,2.412,2.451,0.039,0.0,0.001,0.0,2022Q2
CA,1127,8449512.0,4.107,4.099,0.494,0.436,1.636,1.586,0.365,0.306,2.471,2.505,4.486,0.0,0.072,0.0,0.057,0.061,1.014,0.977,0.128,0.093,2.428,2.475,0.042,0.0,0.0,0.0,2022Q3
CA,1133,8650896.0,4.125,4.097,0.495,0.428,1.637,1.576,0.37,0.303,2.488,2.51,4.275,0.0,0.07,0.0,0.056,0.061,1.015,0.98,0.127,0.087,2.455,2.489,0.032,0.0,0.0,0.0,2022Q4
CA,1148,8786863.0,4.103,4.051,0.495,0.419,1.645,1.572,0.368,0.297,2.457,2.479,4.266,0.0,0.071,0.0,0.056,0.062,1.019,0.975,0.131,0.091,2.426,2.459,0.031,0.0,0.0,0.0,2023Q1
CA,1139,8782742.0,4.164,4.104,0.493,0.424,1.671,1.597,0.374,0.307,2.494,2.501,4.094,0.0,0.061,0.0,0.057,0.065,1.062,1.009,0.115,0.071,2.465,2.484,0.028,0.0,0.0,0.0,2023Q2
CA,1139,8848820.0,4.175,4.116,0.494,0.427,1.67,1.593,0.377,0.307,2.506,2.512,3.66,0.0,0.06,0.0,0.057,0.063,1.064,1.011,0.112,0.063,2.477,2.496,0.028,0.0,0.0,0.0,2023Q3
CA,1133,8885812.0,4.184,4.124,0.497,0.431,1.669,1.596,0.38,0.311,2.515,2.52,3.355,0.0,0.06,0.0,0.056,0.063,1.057,1.004,0.115,0.066,2.489,2.505,0.026,0.0,0.0,0.0,2023Q4
CA,1140,8933061.0,4.212,4.137,0.501,0.433,1.684,1.613,0.384,0.315,2.528,2.52,3.579,0.0,0.059,0.0,0.057,0.065,1.065,1.023,0.118,0.073,2.505,2.508,0.023,0.0,0.0,0.0,2024Q1
CA,1142,8998647.0,4.226,4.156,0.511,0.444,1.694,1.622,0.396,0.325,2.532,2.525,3.466,0.0,0.057,0.0,0.058,0.067,1.066,1.021,0.117,0.076,2.51,2.513,0.021,0.0,0.0,0.0,2024Q2
CA,1140,9126452.0,4.26,4.184,0.521,0.454,1.702,1.63,0.408,0.339,2.559,2.545,3.154,0.0,0.056,0.0,0.057,0.066,1.066,1.015,0.115,0.075,2.536,2.533,0.022,0.0,0.0,0.0,2024Q3
CO,206,1434510.0,3.752,3.773,0.809,0.782,1.49,1.471,0.629,0.592,2.262,2.274,1.088,0.0,0.125,0.093,0.054,0.044,0.615,0.601,0.066,0.0,2.224,2.242,0.026,0.0,0.013,0.0,2017Q1
CO,204,1398581.0,3.801,3.816,0.83,0.803,1.513,1.495,0.638,0.601,2.288,2.3,2.451,0.0,0.136,0.105,0.056,0.058,0.62,0.599,0.063,0.0,2.252,2.268,0.015,0.0,0.021,0.0,2017Q2
CO,211,1456710.0,3.754,3.799,0.816,0.792,1.479,1.48,0.628,0.594,2.275,2.297,1.379,0.0,0.131,0.091,0.057,0.057,0.608,0.587,0.056,0.0,2.226,2.259,0.03,0.0,0.018,0.0,2017Q3
CO,209,1432904.0,3.798,3.833,0.829,0.795,1.503,1.492,0.642,0.606,2.295,2.312,1.058,0.0,0.13,0.094,0.057,0.059,0.616,0.59,0.058,0.0,2.243,2.274,0.032,0.0,0.02,0.0,2017Q4
CO,213,1428889.0,3.807,3.833,0.852,0.809,1.526,1.505,0.662,0.614,2.281,2.29,1.865,0.0,0.133,0.095,0.057,0.06,0.613,0.589,0.061,0.0,2.229,2.245,0.03,0.0,0.022,0.0,2018Q1
CO,218,1469926.0,3.811,3.823,0.85,0.82,1.52,1.511,0.657,0.619,2.291,2.301,2.042,0.0,0.132,0.096,0.061,0.062,0.611,0.591,0.06,0.0,2.245,2.254,0.025,0.0,0.02,0.0,2018Q2
CO,221,1491410.0,3.779,3.782,0.843,0.81,1.517,1.49,0.652,0.617,2.262,2.272,2.093,0.0,0.126,0.094,0.065,0.063,0.618,0.6,0.056,0.0,2.212,2.232,0.028,0.0,0.021,0.0,2018Q3
CO,219,1485801.0,3.796,3.784,0.863,0.833,1.538,1.512,0.657,0.62,2.258,2.252,2.636,0.0,0.141,0.107,0.065,0.071,0.624,0.597,0.051,0.0,2.206,2.209,0.03,0.0,0.023,0.0,2018Q4
CO,222,1479200.0,3.782,3.772,0.872,0.843,1.548,1.522,0.663,0.628,2.234,2.227,3.252,0.0,0.14,0.103,0.069,0.079,0.624,0.593,0.052,0.0,2.174,2.171,0.034,0.0,0.026,0.0,2019Q1
CO,223,1497424.0,3.8,3.787,0.863,0.829,1.54,1.505,0.657,0.616,2.259,2.253,3.907,0.0,0.136,0.103,0.07,0.082,0.628,0.598,0.049,0.0,2.201,2.197,0.032,0.0,0.027,0.0,2019Q2
CO,220,1506732.0,3.773,3.747,0.852,0.817,1.526,1.49,0.648,0.613,2.248,2.24,4.783,0.0,0.136,0.1,0.068,0.082,0.624,0.6,0.049,0.0,2.176,2.167,0.038,0.0,0.033,0.0,2019Q3
CO,220,1504760.0,3.782,3.76,0.857,0.83,1.543,1.502,0.65,0.618,2.239,2.229,4.801,0.0,0.137,0.096,0.069,0.078,0.638,0.62,0.049,0.0,2.169,2.163,0.038,0.0,0.031,0.0,2019Q4
CO,201,1353570.0,3.796,3.779,0.867,0.831,1.548,1.509,0.665,0.619,2.248,2.24,4.369,0.0,0.134,0.098,0.068,0.077,0.632,0.61,0.049,0.0,2.171,2.173,0.045,0.0,0.032,0.0,2020Q1
CO,217,1331769.0,3.971,3.945,0.913,0.882,1.616,1.583,0.688,0.648,2.355,2.339,4.752,0.0,0.147,0.111,0.077,0.087,0.654,0.622,0.049,0.0,2.254,2.246,0.067,0.0,0.034,0.0,2020Q2
CO,219,1319876.0,3.957,3.934,0.936,0.893,1.635,1.602,0.709,0.661,2.322,2.316,3.949,0.0,0.15,0.103,0.077,0.088,0.638,0.619,0.062,0.0,2.214,2.221,0.073,0.0,0.034,0.0,2020Q3
CO,218,1276961.0,3.92,3.948,0.935,0.9,1.641,1.632,0.707,0.66,2.279,2.279,4.033,0.0,0.149,0.102,0.08,0.091,0.649,0.615,0.057,0.0,2.148,2.172,0.09,0.0,0.041,0.0,2020Q4
CO,217,1190394.0,4.145,4.127,0.989,0.955,1.74,1.72,0.742,0.7,2.406,2.369,4.851,0.0,0.162,0.121,0.085,0.096,0.636,0.614,0.115,0.0,2.272,2.249,0.085,0.0,0.048,0.0,2021Q1
CO,217,1244997.0,3.912,3.91,0.942,0.917,1.654,1.63,0.7,0.675,2.258,2.236,4.512,0.0,0.156,0.121,0.085,0.095,0.65,0.618,0.061,0.0,2.15,2.13,0.067,0.0,0.041,0.0,2021Q2
CO,219,1303890.0,3.717,3.707,0.88,0.856,1.569,1.539,0.664,0.646,2.147,2.116,5.842,0.0,0.138,0.095,0.078,0.085,0.634,0.604,0.055,0.0,2.053,2.018,0.06,0.0,0.034,0.0,2021Q3
CO,217,1281905.0,3.575,3.571,0.853,0.847,1.531,1.519,0.642,0.635,2.043,2.008,8.277,0.0,0.135,0.098,0.077,0.085,0.627,0.595,0.051,0.0,1.955,1.925,0.053,0.0,0.035,0.0,2021Q4
CO,218,1276168.0,3.608,3.57,0.844,0.823,1.545,1.511,0.643,0.627,2.063,2.041,12.011,3.915,0.122,0.071,0.079,0.084,0.648,0.613,0.053,0.0,1.965,1.933,0.064,0.0,0.034,0.0,2022Q1
CO,213,1287479.0,3.568,3.544,0.81,0.792,1.492,1.467,0.612,0.59,2.076,2.057,12.439,5.76,0.119,0.067,0.079,0.086,0.631,0.614,0.05,0.0,1.966,1.952,0.074,0.0,0.037,0.0,2022Q2
CO,215,1315794.0,3.55,3.554,0.774,0.775,1.456,1.442,0.591,0.58,2.094,2.098,12.542,4.734,0.106,0.04,0.077,0.085,0.632,0.613,0.05,0.0,1.97,1.968,0.08,0.0,0.044,0.0,2022Q3
CO,212,1311798.0,3.552,3.534,0.765,0.752,1.461,1.436,0.585,0.56,2.091,2.087,14.066,7.159,0.108,0.014,0.072,0.079,0.642,0.617,0.054,0.0,1.984,1.98,0.064,0.0,0.043,0.0,2022Q4
CO,213,1301588.0,3.633,3.624,0.791,0.784,1.509,1.489,0.599,0.584,2.124,2.125,11.434,5.256,0.117,0.068,0.075,0.086,0.664,0.639,0.054,0.0,2.026,2.019,0.058,0.0,0.041,0.0,2023Q1
CO,213,1331561.0,3.684,3.622,0.791,0.775,1.515,1.486,0.591,0.565,2.169,2.137,9.762,4.556,0.124,0.087,0.076,0.089,0.669,0.647,0.056,0.0,2.067,2.033,0.057,0.0,0.045,0.0,2023Q2
CO,205,1302431.0,3.446,3.595,0.735,0.743,1.388,1.433,0.56,0.551,2.058,2.13,9.302,2.432,0.106,0.017,0.069,0.078,0.609,0.605,0.044,0.0,1.941,2.019,0.069,0.0,0.048,0.0,2023Q3
CO,210,1354874.0,3.58,3.566,0.78,0.77,1.469,1.45,0.584,0.563,2.112,2.104,9.023,2.379,0.123,0.082,0.072,0.083,0.633,0.613,0.056,0.0,2.026,2.025,0.046,0.0,0.041,0.0,2023Q4
CO,210,1344483.0,3.619,3.582,0.781,0.771,1.491,1.459,0.582,0.562,2.128,2.097,9.177,2.881,0.122,0.08,0.077,0.086,0.648,0.627,0.062,0.0,2.046,2.015,0.038,0.0,0.044,0.0,2024Q1
CO,208,1327484.0,3.666,3.58,0.786,0.772,1.489,1.461,0.582,0.558,2.177,2.121,9.063,2.958,0.13,0.085,0.074,0.084,0.642,0.608,0.061,0.0,2.099,2.045,0.033,0.0,0.045,0.0,2024Q2
CO,209,1369500.0,3.558,3.545,0.756,0.75,1.441,1.427,0.565,0.552,2.117,2.109,8.521,2.429,0.113,0.048,0.078,0.083,0.628,0.603,0.056,0.0,2.054,2.046,0.02,0.0,0.043,0.0,2024Q3
CT,189,1750608.0,3.789,3.732,0.707,0.718,1.493,1.498,0.454,0.477,2.295,2.242,1.423,0.0,0.206,0.182,0.047,0.057,0.759,0.756,0.027,0.0,2.289,2.232,0.004,0.0,0.002,0.0,2017Q1
CT,191,1793556.0,3.782,3.725,0.696,0.708,1.489,1.489,0.436,0.46,2.293,2.242,0.927,0.0,0.212,0.176,0.048,0.058,0.764,0.764,0.029,0.0,2.291,2.24,0.0,0.0,0.002,0.0,2017Q2
CT,197,1882529.0,3.784,3.739,0.681,0.684,1.471,1.465,0.435,0.458,2.313,2.26,0.883,0.0,0.199,0.163,0.047,0.056,0.764,0.763,0.026,0.0,2.31,2.252,0.002,0.0,0.002,0.0,2017Q3
CT,188,1764352.0,3.764,3.719,0.691,0.69,1.477,1.48,0.448,0.469,2.287,2.25,0.588,0.0,0.197,0.163,0.046,0.054,0.755,0.756,0.031,0.0,2.283,2.246,0.001,0.0,0.002,0.0,2017Q4
CT,203,1912064.0,3.733,3.687,0.69,0.697,1.468,1.473,0.437,0.454,2.264,2.209,0.599,0.0,0.205,0.175,0.048,0.057,0.75,0.755,0.028,0.0,2.261,2.207,0.001,0.0,0.002,0.0,2018Q1
CT,181,1761915.0,3.751,3.73,0.68,0.688,1.469,1.478,0.425,0.444,2.282,2.239,0.685,0.0,0.209,0.175,0.046,0.057,0.762,0.77,0.027,0.0,2.279,2.237,0.0,0.0,0.002,0.0,2018Q2
CT,210,2004899.0,3.669,3.615,0.647,0.656,1.428,1.432,0.415,0.431,2.241,2.179,0.8,0.0,0.187,0.16,0.045,0.054,0.754,0.75,0.027,0.0,2.236,2.175,0.003,0.0,0.002,0.0,2018Q3
CT,211,1997120.0,3.689,3.627,0.665,0.674,1.449,1.447,0.423,0.447,2.24,2.166,0.83,0.0,0.194,0.164,0.047,0.057,0.753,0.749,0.031,0.0,2.232,2.161,0.006,0.0,0.002,0.0,2018Q4
CT,211,1964335.0,3.655,3.597,0.664,0.673,1.448,1.449,0.422,0.452,2.206,2.141,0.803,0.0,0.194,0.165,0.048,0.06,0.753,0.75,0.032,0.0,2.2,2.135,0.004,0.0,0.002,0.0,2019Q1
CT,211,1997652.0,3.665,3.602,0.642,0.645,1.437,1.433,0.403,0.426,2.228,2.161,0.965,0.0,0.193,0.162,0.046,0.057,0.766,0.77,0.03,0.0,2.223,2.155,0.003,0.0,0.002,0.0,2019Q2
CT,211,2015826.0,3.633,3.58,0.629,0.638,1.423,1.417,0.395,0.421,2.21,2.147,1.042,0.0,0.189,0.154,0.045,0.054,0.768,0.766,0.026,0.0,2.203,2.139,0.005,0.0,0.002,0.0,2019Q3
CT,210,2012023.0,3.659,3.61,0.638,0.639,1.438,1.434,0.402,0.425,2.221,2.168,0.97,0.0,0.189,0.155,0.046,0.056,0.773,0.771,0.027,0.0,2.218,2.164,0.003,0.0,0.0,0.0,2019Q4
CT,154,1388693.0,3.76,3.705,0.705,0.703,1.5,1.491,0.468,0.476,2.259,2.199,0.688,0.0,0.187,0.161,0.051,0.063,0.766,0.76,0.029,0.0,2.253,2.192,0.003,0.0,0.003,0.0,2020Q1
CT,203,1614662.0,3.961,3.916,0.732,0.734,1.639,1.625,0.462,0.476,2.322,2.268,1.673,0.0,0.212,0.179,0.058,0.07,0.874,0.859,0.033,0.0,2.316,2.263,0.002,0.0,0.003,0.0,2020Q2
CT,204,1607766.0,3.892,3.841,0.738,0.734,1.605,1.602,0.458,0.469,2.287,2.225,1.27,0.0,0.224,0.178,0.057,0.068,0.832,0.825,0.035,0.0,2.277,2.215,0.007,0.0,0.003,0.0,2020Q3
CT,205,1629048.0,3.889,3.841,0.741,0.742,1.62,1.614,0.459,0.48,2.269,2.216,1.603,0.0,0.226,0.185,0.056,0.065,0.845,0.842,0.033,0.0,2.258,2.207,0.009,0.0,0.003,0.0,2020Q4
CT,208,1604063.0,3.864,3.821,0.738,0.733,1.618,1.611,0.449,0.461,2.246,2.202,2.233,0.0,0.23,0.189,0.059,0.07,0.844,0.834,0.035,0.0,2.233,2.191,0.01,0.0,0.003,0.0,2021Q1
CT,204,1644234.0,3.685,3.667,0.687,0.684,1.533,1.537,0.416,0.43,2.152,2.126,3.701,0.0,0.217,0.183,0.054,0.065,0.812,0.81,0.034,0.0,2.136,2.114,0.014,0.0,0.003,0.0,2021Q2
CT,203,1716442.0,3.514,3.508,0.655,0.648,1.468,1.469,0.4,0.421,2.045,2.035,3.866,0.0,0.205,0.167,0.051,0.061,0.783,0.782,0.031,0.0,2.026,2.011,0.017,0.0,0.002,0.0,2021Q3
CT,201,1727301.0,3.379,3.481,0.625,0.634,1.395,1.44,0.382,0.417,1.984,2.033,4.338,0.0,0.195,0.155,0.048,0.057,0.743,0.756,0.027,0.0,1.965,2.011,0.017,0.0,0.002,0.0,2021Q4
CT,202,1704524.0,3.533,3.526,0.652,0.652,1.464,1.463,0.391,0.419,2.069,2.052,6.221,1.856,0.208,0.171,0.053,0.063,0.784,0.776,0.028,0.0,2.045,2.024,0.017,0.0,0.006,0.0,2022Q1
CT,200,1726086.0,3.522,3.543,0.646,0.648,1.461,1.476,0.388,0.41,2.062,2.06,6.592,2.73,0.207,0.171,0.051,0.061,0.785,0.782,0.03,0.0,2.031,2.03,0.024,0.0,0.006,0.0,2022Q2
CT,200,1775747.0,3.579,3.566,0.639,0.634,1.472,1.466,0.384,0.399,2.107,2.076,6.028,2.301,0.205,0.172,0.051,0.059,0.8,0.781,0.033,0.0,2.081,2.053,0.02,0.0,0.006,0.0,2022Q3
CT,202,1808030.0,3.558,3.54,0.625,0.617,1.463,1.463,0.374,0.387,2.094,2.071,6.753,3.055,0.201,0.159,0.05,0.058,0.806,0.79,0.032,0.0,2.074,2.052,0.015,0.0,0.006,0.0,2022Q4
CT,202,1785240.0,3.594,3.56,0.634,0.634,1.491,1.492,0.372,0.38,2.103,2.065,6.757,2.985,0.211,0.171,0.051,0.061,0.822,0.798,0.036,0.0,2.082,2.045,0.015,0.0,0.006,0.0,2023Q1
CT,198,1764003.0,3.641,3.625,0.626,0.629,1.489,1.492,0.37,0.377,2.152,2.114,7.112,2.857,0.206,0.168,0.05,0.059,0.829,0.807,0.034,0.0,2.129,2.092,0.017,0.0,0.005,0.0,2023Q2
CT,197,1786330.0,3.625,3.608,0.62,0.628,1.476,1.474,0.367,0.374,2.149,2.116,7.408,2.69,0.204,0.168,0.049,0.057,0.822,0.797,0.034,0.0,2.135,2.103,0.011,0.0,0.003,0.0,2023Q3
CT,198,1791629.0,3.656,3.639,0.624,0.626,1.489,1.487,0.384,0.385,2.167,2.14,6.394,2.286,0.192,0.148,0.048,0.057,0.828,0.804,0.038,0.0,2.157,2.131,0.007,0.0,0.003,0.0,2023Q4
CT,196,1789301.0,3.642,3.618,0.622,0.62,1.484,1.486,0.377,0.38,2.157,2.134,5.531,1.959,0.197,0.152,0.049,0.059,0.821,0.799,0.04,0.0,2.144,2.12,0.009,0.0,0.004,0.0,2024Q1
CT,196,1779600.0,3.656,3.646,0.62,0.614,1.479,1.491,0.38,0.375,2.177,2.146,5.575,2.202,0.19,0.155,0.05,0.06,0.819,0.806,0.04,0.0,2.159,2.134,0.012,0.0,0.006,0.0,2024Q2
CT,194,1782852.0,3.672,3.653,0.612,0.608,1.472,1.478,0.375,0.371,2.2,2.172,5.85,1.807,0.191,0.15,0.046,0.055,0.821,0.807,0.039,0.0,2.187,2.163,0.009,0.0,0.004,0.0,2024Q3
DC,15,188731.0,4.49,4.636,1.027,1.061,1.793,1.898,0.819,0.869,2.697,2.691,0.268,0.0,0.172,0.148,0.036,0.023,0.675,0.638,0.091,0.0,2.674,2.677,0.007,0.0,0.016,0.0,2017Q1
DC,17,214488.0,4.4,4.612,0.945,0.988,1.741,1.824,0.747,0.813,2.659,2.708,0.639,0.0,0.168,0.13,0.03,0.0,0.669,0.677,0.127,0.0,2.649,2.702,0.008,0.0,0.002,0.0,2017Q2
DC,15,191838.0,4.286,4.499,0.917,0.936,1.69,1.794,0.731,0.754,2.596,2.636,0.223,0.0,0.15,0.139,0.035,0.023,0.675,0.643,0.098,0.0,2.586,2.634,0.004,0.0,0.007,0.0,2017Q3
DC,16,194227.0,4.334,4.698,0.955,1.0,1.732,1.943,0.754,0.819,2.602,2.688,0.208,0.0,0.165,0.164,0.037,0.023,0.682,0.7,0.095,0.0,2.598,2.686,0.002,0.0,0.002,0.0,2017Q4
DC,15,202652.0,4.064,4.382,0.941,0.943,1.653,1.777,0.731,0.768,2.411,2.513,0.476,0.0,0.18,0.157,0.029,0.023,0.619,0.625,0.093,0.0,2.388,2.497,0.014,0.0,0.009,0.0,2018Q1
DC,15,170734.0,4.163,4.955,1.042,1.087,1.824,2.026,0.764,0.901,2.338,2.619,0.252,0.0,0.243,0.265,0.035,0.023,0.662,0.7,0.121,0.0,2.327,2.614,0.0,0.0,0.011,0.0,2018Q2
DC,18,216106.0,4.437,4.829,1.089,1.111,1.818,2.01,0.764,0.934,2.618,2.655,0.307,0.0,0.291,0.27,0.035,0.024,0.537,0.634,0.192,0.0,2.607,2.648,0.0,0.0,0.011,0.0,2018Q3
